,BRLUSD Curncy,PENUSD Curncy,MXNUSD Curncy,COPUSD Curncy,CLPUSD Curncy,TRYUSD Curncy,RUBUSD Curncy,ZARUSD Curncy,CNYUSD Curncy,KRWUSD Curncy,IDRUSD Curncy,INRUSD Curncy,PHPUSD Curncy,THBUSD Curncy
2013-06-12,0.4653,0.36503,0.07791,0.052639,0.20037,0.53251,0.03104,0.099835,0.16304,0.08862,0.101421,0.017289,0.023288,0.032321
2013-06-19,0.4594,0.364499,0.07776,0.052649,0.20008,0.52954,0.03101,0.1004,0.16321,0.08853,0.099875,0.017028,0.023232,0.032563
2013-06-26,0.4552,0.359777,0.07586,0.051925,0.19756,0.51615,0.03035,0.09884,0.16268,0.08651,0.100065,0.016469,0.023073,0.032139
2013-07-03,0.4416,0.358744,0.07688,0.052198,0.19888,0.5137,0.03017,0.098832,0.16311,0.08762,0.100352,0.016604,0.02301,0.032175
2013-07-10,0.439,0.35868,0.07721,0.052061,0.19651,0.51161,0.03037,0.099668,0.16302,0.0881,0.100352,0.016675,0.023076,0.032013
2013-07-17,0.4484,0.362779,0.07984,0.053309,0.20097,0.52313,0.03092,0.101847,0.16299,0.08948,0.09901,0.016869,0.0231,0.032194
2013-07-24,0.4445,0.359454,0.07896,0.052907,0.19772,0.52103,0.03082,0.102321,0.16296,0.08961,0.09704,0.016884,0.023131,0.032234
2013-07-31,0.436,0.35791,0.07774,0.05273,0.19469,0.51559,0.0303,0.100885,0.16316,0.08892,0.097296,0.016556,0.022968,0.031899
2013-08-07,0.4359,0.357079,0.07882,0.053075,0.19381,0.51849,0.03032,0.100951,0.16342,0.08957,0.09723,0.016313,0.022839,0.031854
2013-08-14,0.4325,0.357462,0.07859,0.053003,0.19665,0.51756,0.03023,0.100713,0.16341,0.08942,0.097154,0.016335,0.022813,0.032002
2013-08-21,0.4119,0.354484,0.07612,0.051841,0.19418,0.50734,0.0302,0.097674,0.16331,0.08934,0.090993,0.015461,0.022725,0.031417
2013-08-28,0.428,0.355872,0.07527,0.051587,0.19495,0.48875,0.03014,0.096831,0.16339,0.08975,0.089937,0.014834,0.022419,0.031078
2013-09-04,0.4249,0.356506,0.07519,0.051544,0.19662,0.48693,0.03001,0.097847,0.1634,0.09164,0.087604,0.015106,0.022589,0.031068
2013-09-11,0.4362,0.358192,0.07645,0.052009,0.19929,0.49553,0.03048,0.101113,0.16344,0.0923,0.088535,0.01577,0.022925,0.03132
2013-09-18,0.4467,0.360464,0.07713,0.05229,0.19954,0.50064,0.03098,0.101946,0.16337,0.09261,0.09003,0.015704,0.023023,0.031593
2013-09-25,0.4496,0.361664,0.07722,0.052811,0.19941,0.49818,0.03119,0.100366,0.16339,0.09304,0.089246,0.016064,0.023063,0.032002
2013-10-02,0.4537,0.359842,0.07619,0.053064,0.19955,0.50019,0.03105,0.099499,0.16341,0.0932,0.088496,0.015976,0.023084,0.031965
2013-10-09,0.4531,0.358423,0.07564,0.052815,0.1996,0.50329,0.03089,0.099825,0.16337,0.09294,0.089646,0.016155,0.023188,0.031796
2013-10-16,0.463,0.362319,0.07755,0.053084,0.20161,0.50596,0.03113,0.101102,0.16398,0.09371,0.091396,0.016186,0.023152,0.031998
2013-10-23,0.458,0.362293,0.07729,0.053087,0.19802,0.50709,0.0315,0.10235,0.16439,0.0945,0.0916,0.016252,0.023232,0.03207
2013-10-30,0.458,0.362976,0.07795,0.0531,0.19708,0.50385,0.03132,0.101269,0.16417,0.09444,0.089486,0.016351,0.023196,0.032178
2013-11-06,0.4379,0.358552,0.07608,0.052142,0.1942,0.49074,0.03089,0.097527,0.16413,0.09432,0.087547,0.016,0.023093,0.032
2013-11-13,0.4287,0.357207,0.07639,0.051698,0.19209,0.48798,0.0305,0.096849,0.16416,0.09335,0.08617,0.015801,0.022873,0.031712
2013-11-20,0.4411,0.35657,0.07676,0.051842,0.19158,0.49801,0.03038,0.098812,0.16416,0.09461,0.08704,0.016037,0.022894,0.031564
2013-11-27,0.4326,0.356965,0.07636,0.051886,0.18925,0.49456,0.03012,0.097791,0.16417,0.09403,0.084048,0.016001,0.022892,0.031107
2013-12-04,0.4203,0.356697,0.07642,0.051308,0.18749,0.48845,0.03015,0.095652,0.16419,0.09419,0.083675,0.016186,0.022766,0.03103
2013-12-11,0.4281,0.35823,0.07717,0.051746,0.18749,0.4899,0.03052,0.096331,0.16471,0.09506,0.083619,0.016266,0.022659,0.031175
2013-12-18,0.4267,0.35897,0.07691,0.051467,0.18875,0.48756,0.03043,0.096589,0.16467,0.09501,0.082922,0.016115,0.022558,0.030974
2013-12-25,0.4243,0.359325,0.07675,0.052018,0.18921,0.47889,0.03061,0.096782,0.16477,0.0943,0.081733,0.016175,0.022556,0.030539
2014-01-01,0.4231,0.357705,0.07662,0.051781,0.19011,0.46487,0.0304,0.095388,0.16516,0.09471,0.082169,0.016151,0.022528,0.030476
2014-01-08,0.4186,0.35657,0.07638,0.051682,0.18697,0.45814,0.03012,0.092899,0.16525,0.09359,0.082919,0.016094,0.022356,0.030248
2014-01-15,0.426,0.356379,0.07585,0.051477,0.18893,0.45715,0.02994,0.092093,0.16539,0.09401,0.08273,0.016238,0.022195,0.030434
2014-01-22,0.4216,0.356189,0.07517,0.050287,0.18436,0.44242,0.02946,0.091968,0.16526,0.09353,0.082372,0.01616,0.022108,0.03038
2014-01-29,0.4106,0.35417,0.07478,0.049811,0.18206,0.44551,0.02849,0.089037,0.16513,0.09304,0.082169,0.015895,0.022117,0.030372
2014-02-05,0.4167,0.354045,0.07494,0.048811,0.17929,0.44623,0.02864,0.089665,0.16508,0.09274,0.082075,0.016003,0.022086,0.03053
2014-02-12,0.4126,0.355177,0.07506,0.049239,0.18136,0.4573,0.02871,0.090673,0.16501,0.09413,0.082747,0.016165,0.022361,0.030747
2014-02-19,0.4173,0.356125,0.07518,0.048795,0.18064,0.45302,0.02797,0.090816,0.16458,0.09368,0.08489,0.016086,0.02244,0.030705
2014-02-26,0.4249,0.356062,0.07501,0.048636,0.17822,0.44524,0.02777,0.092246,0.16328,0.09356,0.085985,0.016097,0.02241,0.030686
2014-03-05,0.4302,0.357271,0.07552,0.049041,0.1779,0.45359,0.02773,0.093675,0.16321,0.09335,0.086389,0.016289,0.022341,0.030972
2014-03-12,0.4229,0.356316,0.07541,0.048876,0.17479,0.44739,0.02739,0.092364,0.16269,0.0934,0.087527,0.016389,0.022432,0.030864
2014-03-19,0.4297,0.356189,0.0759,0.049777,0.17636,0.44994,0.02781,0.092846,0.1614,0.09337,0.088242,0.016394,0.022247,0.031113
2014-03-26,0.4325,0.355619,0.07615,0.050733,0.18077,0.45673,0.02814,0.093659,0.16101,0.09299,0.087662,0.016637,0.022247,0.03071
2014-04-02,0.4402,0.356202,0.07634,0.050955,0.18071,0.46974,0.02824,0.094294,0.1611,0.09449,0.088554,0.01671,0.022246,0.030824
2014-04-09,0.4513,0.35759,0.0765,0.05178,0.18185,0.47145,0.02805,0.095592,0.16128,0.09647,0.088558,0.01663,0.022434,0.031034
2014-04-16,0.4471,0.359131,0.07667,0.051865,0.17952,0.46874,0.02778,0.094741,0.16077,0.09638,0.087455,0.016601,0.022505,0.031035
2014-04-23,0.4483,0.35823,0.07644,0.051706,0.17774,0.46515,0.02803,0.094381,0.16033,0.09599,0.086003,0.016364,0.022359,0.030914
2014-04-30,0.447,0.356189,0.07641,0.051715,0.17701,0.47243,0.02804,0.094986,0.15974,0.09678,0.086457,0.016597,0.022454,0.03091
2014-05-07,0.4492,0.357207,0.07698,0.052331,0.17691,0.47994,0.02862,0.095512,0.1604,0.09767,0.086524,0.016692,0.022614,0.030879
2014-05-14,0.453,0.359131,0.07763,0.05207,0.18162,0.48345,0.02888,0.097081,0.16051,0.0973,0.087336,0.016817,0.022952,0.030847
2014-05-21,0.4521,0.358474,0.0774,0.052343,0.18117,0.47591,0.02908,0.096031,0.16035,0.09736,0.086862,0.017045,0.022836,0.030796
2014-05-28,0.4469,0.360881,0.0777,0.052395,0.18132,0.47632,0.02893,0.095513,0.15988,0.09784,0.08617,0.016966,0.022791,0.030589
2014-06-04,0.4382,0.358951,0.07725,0.052665,0.18089,0.47223,0.02855,0.092985,0.15995,0.09751,0.084104,0.016876,0.022805,0.030604
2014-06-11,0.4487,0.357207,0.07682,0.053076,0.18026,0.47477,0.0291,0.093171,0.16059,0.09827,0.084674,0.016858,0.022801,0.030783
2014-06-18,0.444,0.356824,0.07656,0.052877,0.179,0.46709,0.02896,0.093131,0.16049,0.09783,0.083351,0.016623,0.022727,0.030793
2014-06-25,0.4529,0.356633,0.07687,0.052932,0.18162,0.46884,0.02963,0.094254,0.1604,0.09808,0.082713,0.016631,0.022757,0.030821
2014-07-02,0.451,0.357718,0.07701,0.053813,0.1812,0.46953,0.02912,0.09288,0.16102,0.09904,0.084069,0.016787,0.022925,0.030888
2014-07-09,0.4515,0.360101,0.0771,0.053758,0.18095,0.47167,0.02943,0.093481,0.16129,0.09878,0.086022,0.016742,0.023081,0.031056
2014-07-16,0.4493,0.359131,0.07729,0.053525,0.17864,0.47205,0.02906,0.093734,0.16117,0.09707,0.08547,0.016651,0.022929,0.031142
2014-07-23,0.4502,0.358873,0.07735,0.054113,0.17759,0.47809,0.0287,0.095278,0.16132,0.09765,0.086881,0.016675,0.023135,0.031451
2014-07-30,0.4428,0.358359,0.07601,0.053307,0.17501,0.46776,0.02808,0.093403,0.16204,0.09723,0.086374,0.016549,0.023007,0.031277
2014-08-06,0.4389,0.355967,0.07543,0.053009,0.17312,0.46359,0.02765,0.093303,0.16217,0.0968,0.085215,0.01632,0.022823,0.031066
2014-08-13,0.4397,0.357718,0.07634,0.053077,0.17362,0.46417,0.02778,0.094531,0.16254,0.09711,0.085536,0.016367,0.022816,0.031332
2014-08-20,0.4439,0.353857,0.07644,0.052203,0.17164,0.45971,0.02756,0.093476,0.16287,0.09777,0.085488,0.0165,0.022813,0.031282
2014-08-27,0.4428,0.351915,0.07646,0.051849,0.16952,0.464,0.02765,0.09423,0.16277,0.09861,0.085616,0.016572,0.022902,0.031346
2014-09-03,0.4483,0.350939,0.07642,0.051906,0.16977,0.46349,0.02713,0.093694,0.16294,0.09805,0.084908,0.016548,0.022931,0.031218
2014-09-10,0.4355,0.350582,0.07568,0.050603,0.16927,0.45524,0.02679,0.091409,0.16318,0.09669,0.084656,0.016434,0.022788,0.031088
2014-09-17,0.4264,0.349773,0.07589,0.050599,0.16734,0.45208,0.02606,0.091284,0.16289,0.09649,0.083682,0.016428,0.022591,0.031029
2014-09-24,0.4164,0.346921,0.07527,0.049782,0.16731,0.44696,0.02619,0.089705,0.16297,0.09617,0.08357,0.01641,0.022495,0.031027
2014-10-01,0.402,0.345722,0.07424,0.049345,0.16726,0.4381,0.0252,0.088755,0.16295,0.09407,0.08213,0.016202,0.022297,0.030824
2014-10-08,0.4136,0.343909,0.07414,0.048972,0.16767,0.43796,0.02491,0.089487,0.16291,0.0927,0.081706,0.01627,0.022298,0.030661
2014-10-15,0.4076,0.343938,0.07366,0.048446,0.17001,0.44029,0.02458,0.09013,0.16328,0.09442,0.0818,0.016292,0.022279,0.030845
2014-10-22,0.4027,0.343997,0.07381,0.048725,0.17092,0.44558,0.02418,0.090911,0.16341,0.09491,0.083229,0.016338,0.022325,0.030926
2014-10-29,0.4087,0.343112,0.07453,0.048855,0.17346,0.45579,0.02331,0.092203,0.16366,0.09564,0.082645,0.016319,0.022346,0.030802
2014-11-05,0.398,0.34153,0.07354,0.048174,0.16951,0.44558,0.02226,0.089701,0.16361,0.09176,0.082355,0.016283,0.022225,0.03045
2014-11-12,0.3907,0.340513,0.0737,0.047126,0.16824,0.44429,0.02186,0.089391,0.16333,0.09131,0.082055,0.01628,0.022272,0.030448
2014-11-19,0.3877,0.341355,0.07342,0.046306,0.16667,0.44755,0.02143,0.090466,0.16339,0.08989,0.082611,0.016133,0.022129,0.030467
2014-11-26,0.4001,0.343377,0.07296,0.046245,0.16693,0.45251,0.02125,0.091214,0.1628,0.09059,0.082169,0.016188,0.022278,0.030523
2014-12-03,0.3915,0.339963,0.07093,0.043709,0.16416,0.44645,0.01885,0.08911,0.16253,0.08965,0.081314,0.016157,0.022389,0.03042
2014-12-10,0.3829,0.33761,0.06875,0.041865,0.16255,0.44115,0.01824,0.086544,0.16192,0.09053,0.080907,0.016085,0.022426,0.030509
2014-12-17,0.3703,0.337724,0.06873,0.041667,0.16174,0.42941,0.01657,0.086133,0.16135,0.09127,0.078833,0.015769,0.022365,0.030363
2014-12-24,0.3709,0.335239,0.06792,0.042437,0.1642,0.43196,0.01866,0.085845,0.16085,0.09054,0.080376,0.015741,0.022382,0.030419
2014-12-31,0.3773,0.335909,0.06781,0.042078,0.16474,0.42773,0.01717,0.086575,0.16108,0.09156,0.080453,0.015817,0.022346,0.030386
2015-01-07,0.3711,0.334784,0.06769,0.041148,0.16251,0.43004,0.01596,0.085357,0.16097,0.09071,0.078641,0.015814,0.02219,0.030424
2015-01-14,0.3824,0.333723,0.06873,0.04122,0.15967,0.4388,0.01526,0.087443,0.1613,0.09244,0.079574,0.016093,0.022385,0.030526
2015-01-21,0.3832,0.332502,0.06781,0.042076,0.15927,0.42554,0.01531,0.086616,0.161,0.09222,0.080141,0.016246,0.022543,0.030678
2015-01-28,0.3878,0.330688,0.06811,0.042312,0.16047,0.41998,0.01471,0.086755,0.16009,0.09215,0.080019,0.016308,0.022721,0.030708
2015-02-04,0.3641,0.326345,0.06732,0.041797,0.15938,0.40691,0.01474,0.087235,0.16013,0.09193,0.079139,0.016179,0.022663,0.030661
2015-02-11,0.3472,0.323572,0.06614,0.041246,0.1587,0.39908,0.01516,0.084208,0.16017,0.09018,0.077728,0.016004,0.022495,0.030607
2015-02-18,0.352,0.324097,0.0669,0.041161,0.16077,0.40705,0.01626,0.085407,0.15993,0.08976,0.077592,0.01607,0.022617,0.030688
2015-02-25,0.3475,0.32305,0.06702,0.04028,0.1618,0.40243,0.01614,0.087378,0.15974,0.09067,0.077736,0.016165,0.022696,0.030745
2015-03-04,0.3359,0.323259,0.06638,0.039345,0.16151,0.38969,0.01611,0.084681,0.15944,0.09083,0.07664,0.016046,0.02265,0.030844
2015-03-11,0.3204,0.322685,0.06469,0.038107,0.1565,0.38244,0.01614,0.081516,0.15973,0.08832,0.07593,0.015934,0.022564,0.030427
2015-03-18,0.3061,0.322581,0.06496,0.037937,0.15555,0.38223,0.01651,0.08093,0.16052,0.08883,0.075907,0.015953,0.0223,0.030396
2015-03-25,0.3144,0.325733,0.06676,0.039325,0.16109,0.38667,0.01748,0.08436,0.16105,0.09091,0.077024,0.016013,0.022323,0.030729
2015-04-01,0.3167,0.323311,0.06618,0.038795,0.16191,0.38525,0.01736,0.083509,0.16122,0.09105,0.076924,0.016048,0.022449,0.030788
2015-04-08,0.3247,0.322113,0.06702,0.040014,0.16336,0.38685,0.01867,0.084718,0.16125,0.09134,0.077172,0.016065,0.022467,0.030696
2015-04-15,0.3278,0.319898,0.06522,0.039635,0.16217,0.36805,0.02003,0.082317,0.16124,0.0913,0.077208,0.016031,0.022482,0.030811
2015-04-22,0.3329,0.319193,0.06483,0.040186,0.16147,0.36862,0.01914,0.081907,0.16147,0.09247,0.077346,0.015884,0.022614,0.03089
2015-04-29,0.3401,0.32077,0.06578,0.041883,0.1643,0.37718,0.01959,0.085145,0.16128,0.09367,0.077519,0.015772,0.022607,0.030384
2015-05-06,0.327,0.317965,0.0652,0.042237,0.16335,0.37102,0.01971,0.083205,0.16131,0.09261,0.076805,0.015715,0.022452,0.030042
2015-05-13,0.3311,0.317183,0.06567,0.042076,0.16612,0.38042,0.02041,0.084148,0.16119,0.09161,0.076435,0.015643,0.022422,0.029841
2015-05-20,0.3299,0.316606,0.06579,0.040024,0.16532,0.38767,0.02008,0.084131,0.16117,0.0911,0.07633,0.0157,0.022459,0.029762
2015-05-27,0.3162,0.317008,0.06511,0.039335,0.16223,0.37787,0.01929,0.082867,0.16133,0.09008,0.075752,0.015641,0.022339,0.029605
2015-06-03,0.3202,0.317158,0.06464,0.038896,0.15932,0.37272,0.01844,0.081358,0.16158,0.09043,0.0756,0.015598,0.022355,0.029684
2015-06-10,0.3235,0.317158,0.06476,0.039579,0.15857,0.36576,0.01839,0.081292,0.16121,0.09,0.075609,0.01567,0.022217,0.029762
2015-06-17,0.3235,0.315906,0.06489,0.039104,0.1568,0.36589,0.01844,0.08067,0.16107,0.08899,0.074918,0.01559,0.022112,0.029608
2015-06-24,0.3236,0.314911,0.06475,0.038972,0.15813,0.37374,0.01835,0.082468,0.16111,0.09,0.075103,0.01574,0.02217,0.029593
2015-07-01,0.3196,0.314218,0.06337,0.038002,0.1565,0.37145,0.01799,0.081646,0.16132,0.08887,0.074968,0.015727,0.022141,0.029579
2015-07-08,0.3097,0.313923,0.06323,0.037159,0.1534,0.37276,0.0174,0.079852,0.16112,0.0882,0.074935,0.015752,0.022127,0.029462
2015-07-15,0.3182,0.314465,0.06344,0.036669,0.15556,0.37763,0.01758,0.08048,0.16101,0.0872,0.074878,0.015752,0.022068,0.029264
2015-07-22,0.3099,0.313947,0.06204,0.035852,0.15292,0.36876,0.0175,0.08049,0.1611,0.0864,0.074516,0.015708,0.02209,0.028809
2015-07-29,0.2997,0.314075,0.06173,0.035106,0.15016,0.36199,0.01702,0.079978,0.16108,0.08629,0.074372,0.015667,0.022018,0.028603
2015-08-05,0.2862,0.312207,0.06107,0.03383,0.14657,0.35818,0.0157,0.078084,0.16099,0.08507,0.073866,0.015689,0.021829,0.028433
2015-08-12,0.287,0.309502,0.0613,0.033983,0.14628,0.36073,0.01556,0.078345,0.1566,0.08495,0.071465,0.015405,0.021665,0.028338
2015-08-19,0.2855,0.307361,0.06045,0.032981,0.14344,0.34157,0.01505,0.077271,0.15627,0.08426,0.072234,0.015336,0.021563,0.028086
2015-08-26,0.2747,0.302206,0.05828,0.030834,0.14152,0.34041,0.01443,0.076004,0.15593,0.08417,0.071036,0.015123,0.021438,0.027993
2015-09-02,0.2669,0.307366,0.0593,0.031482,0.14492,0.33958,0.01491,0.074387,0.15725,0.08443,0.070691,0.015113,0.021384,0.02798
2015-09-09,0.2634,0.310078,0.05957,0.032134,0.14515,0.32973,0.01469,0.07295,0.1568,0.08423,0.070266,0.015043,0.02134,0.027667
2015-09-16,0.2615,0.312295,0.06035,0.033387,0.14786,0.33405,0.01533,0.075272,0.15694,0.08538,0.069493,0.015094,0.021508,0.027879
2015-09-23,0.2418,0.309789,0.05849,0.032275,0.14199,0.32884,0.01507,0.072187,0.15664,0.08366,0.068148,0.015102,0.021302,0.027615
2015-09-30,0.2526,0.31027,0.05912,0.032376,0.14348,0.33014,0.01526,0.072166,0.15728,0.08436,0.068322,0.01526,0.0214,0.027488
2015-10-07,0.2616,0.310424,0.06029,0.034447,0.14715,0.34082,0.01597,0.074575,0.15734,0.0866,0.072108,0.015411,0.02174,0.027906
2015-10-14,0.2603,0.308452,0.0604,0.0341,0.14686,0.34255,0.0159,0.075187,0.15749,0.08784,0.073887,0.015405,0.021766,0.028263
2015-10-21,0.2542,0.306796,0.06002,0.033773,0.14413,0.34547,0.01589,0.074093,0.15749,0.08786,0.072444,0.01534,0.021474,0.028035
2015-10-28,0.2586,0.304971,0.06081,0.034261,0.14576,0.3461,0.01575,0.073794,0.1573,0.08828,0.074012,0.015414,0.021395,0.028218
2015-11-04,0.2632,0.304044,0.06042,0.035255,0.14459,0.34908,0.01582,0.071546,0.15786,0.08789,0.073755,0.015252,0.021364,0.028118
2015-11-11,0.2647,0.301705,0.05973,0.03399,0.14305,0.34677,0.01533,0.070468,0.15699,0.08646,0.073589,0.015101,0.021246,0.027905
2015-11-18,0.2641,0.297841,0.05963,0.032144,0.13985,0.34878,0.01528,0.070445,0.15665,0.08543,0.072424,0.015118,0.021208,0.027781
2015-11-25,0.2668,0.295395,0.06048,0.032537,0.14012,0.34629,0.01524,0.070745,0.15652,0.08738,0.072587,0.015083,0.021253,0.028044
2015-12-02,0.2598,0.296714,0.06027,0.031553,0.14205,0.34577,0.01487,0.069618,0.15625,0.08586,0.072242,0.015024,0.021162,0.02787
2015-12-09,0.2682,0.29634,0.05865,0.030446,0.1421,0.34287,0.01438,0.068511,0.15562,0.08455,0.071449,0.014956,0.02116,0.027827
2015-12-16,0.2546,0.296824,0.05833,0.029976,0.14108,0.33819,0.01418,0.06653,0.15445,0.08501,0.071685,0.015023,0.021162,0.027807
2015-12-23,0.2523,0.294421,0.05812,0.030744,0.14298,0.34202,0.01432,0.065705,0.15442,0.08521,0.073417,0.015143,0.021207,0.027674
2015-12-30,0.2523,0.293212,0.05767,0.031492,0.14104,0.3421,0.01362,0.064262,0.15404,0.08486,0.072124,0.015049,0.021287,0.027728
2016-01-06,0.2489,0.292954,0.05733,0.030715,0.14008,0.33293,0.01342,0.06318,0.1527,0.08313,0.07204,0.01496,0.021253,0.027594
2016-01-13,0.2504,0.29209,0.05593,0.030728,0.13777,0.33078,0.01307,0.060747,0.15206,0.0829,0.072504,0.014973,0.02112,0.027575
2016-01-20,0.2426,0.290149,0.05374,0.029455,0.13686,0.32763,0.01221,0.059242,0.15192,0.08219,0.071423,0.014678,0.020857,0.027544
2016-01-27,0.2458,0.288555,0.05431,0.029804,0.13997,0.334,0.01291,0.060982,0.15205,0.08311,0.072274,0.014689,0.020845,0.027966
2016-02-03,0.2551,0.286492,0.05447,0.029617,0.14162,0.34252,0.01281,0.062032,0.15207,0.08284,0.072908,0.01473,0.020902,0.02799
2016-02-10,0.2546,0.285022,0.05308,0.029483,0.14031,0.34195,0.01276,0.063098,0.15211,0.08401,0.074472,0.014734,0.021099,0.028321
2016-02-17,0.2513,0.285673,0.05491,0.029536,0.14272,0.33838,0.01331,0.064608,0.15322,0.08183,0.074488,0.014633,0.02104,0.028088
2016-02-24,0.2517,0.282925,0.05488,0.029944,0.14421,0.34003,0.01311,0.064004,0.15312,0.08091,0.074482,0.014594,0.020978,0.028016
2016-03-02,0.2572,0.284572,0.05616,0.031198,0.1456,0.34078,0.01363,0.064023,0.15265,0.08136,0.075253,0.014848,0.021181,0.028135
2016-03-09,0.2696,0.290994,0.05632,0.031388,0.14758,0.34595,0.01405,0.065761,0.15354,0.08277,0.07622,0.014903,0.021348,0.028349
2016-03-16,0.2627,0.295338,0.05583,0.031642,0.14563,0.34314,0.01417,0.062676,0.15333,0.08388,0.075293,0.014856,0.021385,0.028503
2016-03-23,0.2726,0.295282,0.05702,0.032571,0.14742,0.34774,0.01465,0.065062,0.15377,0.08563,0.075513,0.014958,0.021558,0.028365
2016-03-30,0.2759,0.297947,0.05789,0.033106,0.14837,0.35208,0.01471,0.066898,0.15472,0.08749,0.075584,0.015099,0.02179,0.028365
2016-04-06,0.2728,0.29599,0.05648,0.032511,0.14811,0.35175,0.01471,0.06576,0.15436,0.08634,0.075766,0.01504,0.021657,0.028371
2016-04-13,0.2823,0.305811,0.05707,0.033283,0.14921,0.35124,0.01512,0.068599,0.15436,0.08719,0.075894,0.015031,0.021683,0.02854
2016-04-20,0.2819,0.308215,0.05792,0.034508,0.15158,0.35574,0.01528,0.070327,0.1546,0.08842,0.075926,0.015128,0.021589,0.028684
2016-04-27,0.2819,0.304414,0.0575,0.034217,0.15007,0.35311,0.01529,0.068865,0.15386,0.0867,0.075717,0.015052,0.021288,0.028475
2016-05-04,0.2832,0.300107,0.05646,0.033822,0.14923,0.34643,0.01501,0.067088,0.15403,0.08577,0.07522,0.014999,0.021209,0.028465
2016-05-11,0.2888,0.300499,0.05569,0.033945,0.14703,0.33837,0.01535,0.066505,0.15408,0.08597,0.075472,0.015028,0.021526,0.028364
2016-05-18,0.283,0.30125,0.05447,0.032963,0.14474,0.33671,0.01533,0.063415,0.15288,0.0842,0.074527,0.014923,0.021436,0.028072
2016-05-25,0.2782,0.299581,0.05425,0.032648,0.1446,0.34055,0.01523,0.063773,0.15258,0.08455,0.0734,0.014863,0.021399,0.028016
2016-06-01,0.2769,0.295718,0.05392,0.03207,0.14439,0.3402,0.0149,0.063942,0.15208,0.0838,0.073121,0.014822,0.021434,0.028007
2016-06-08,0.2956,0.302865,0.05518,0.034292,0.14853,0.34614,0.0157,0.06788,0.15237,0.08671,0.075718,0.015042,0.02181,0.028473
2016-06-15,0.2894,0.301773,0.05301,0.033503,0.14564,0.34132,0.01529,0.065532,0.15192,0.08544,0.074963,0.014901,0.021547,0.028339
2016-06-22,0.2964,0.304586,0.05404,0.034174,0.14826,0.34584,0.01554,0.068595,0.15202,0.08704,0.075512,0.014821,0.021527,0.028428
2016-06-29,0.308,0.30349,0.05388,0.034516,0.15104,0.34522,0.01567,0.067247,0.15086,0.08665,0.076161,0.014832,0.021289,0.028448
2016-07-06,0.3012,0.305018,0.05342,0.033382,0.15095,0.34045,0.01556,0.06777,0.14943,0.0861,0.075603,0.014832,0.021241,0.028389
2016-07-13,0.3045,0.304925,0.05446,0.03406,0.15228,0.34456,0.01564,0.069283,0.14962,0.08714,0.076623,0.014919,0.021154,0.028405
2016-07-20,0.3072,0.301937,0.05373,0.034147,0.15376,0.32323,0.01566,0.069441,0.1498,0.08742,0.076266,0.014886,0.021186,0.028537
2016-07-27,0.3041,0.298254,0.05297,0.032444,0.1501,0.3293,0.01507,0.069541,0.14989,0.08796,0.076127,0.014895,0.021172,0.028606
2016-08-03,0.3079,0.298467,0.05293,0.032318,0.15235,0.33139,0.01511,0.07157,0.15084,0.08961,0.076127,0.014968,0.021232,0.028576
2016-08-10,0.3188,0.302316,0.05448,0.033767,0.15391,0.338,0.01545,0.075057,0.15065,0.09119,0.076444,0.01498,0.02145,0.028765
2016-08-17,0.3101,0.301296,0.05482,0.034287,0.15186,0.34115,0.01558,0.074069,0.15078,0.08965,0.076086,0.014955,0.021512,0.028819
2016-08-24,0.3099,0.298463,0.05415,0.034051,0.14931,0.33876,0.01535,0.070677,0.15027,0.0892,0.075287,0.014896,0.021492,0.02887
2016-08-31,0.3091,0.294416,0.05301,0.033763,0.14697,0.33801,0.01532,0.067972,0.14966,0.08955,0.075228,0.014936,0.021416,0.028877
2016-09-07,0.3125,0.297535,0.05445,0.035048,0.15113,0.34017,0.01554,0.071057,0.15011,0.09168,0.076611,0.015057,0.02141,0.02886
2016-09-14,0.3004,0.294772,0.052,0.033885,0.14822,0.33585,0.01536,0.069921,0.14982,0.08888,0.075769,0.014962,0.021057,0.02866
2016-09-21,0.3087,0.296274,0.05047,0.034585,0.15042,0.33602,0.01557,0.072967,0.15002,0.08987,0.076327,0.014933,0.020958,0.0288
2016-09-28,0.3082,0.295897,0.05129,0.034362,0.15111,0.33498,0.01569,0.073044,0.14982,0.09112,0.077131,0.015042,0.020715,0.028906
2016-10-05,0.3094,0.294248,0.05203,0.034133,0.15031,0.32743,0.01603,0.072972,0.14947,0.08965,0.076681,0.015003,0.020731,0.028692
